"","Date_input","Date_recapture","Frequency","Species","Fin_cut","Length","Weight","State","Class_1","Class_2.1","Class_2.2","Class_2.3","Class_3.1","Class_3.2","Class_3.3","Class_3.4","Class_3.5","Class_3.6","Class_3.7","Class_4","SampleSize","Capture_Location","Location","Pump_type","Individuals_ID","Frequency_theoretical","Control","number_of_released_fish","Remarks","number_of_released_fish_per_scenario","Number_Injuries","Pump_type_Frequency","Pump_type_Frequency_Controle","Scenario_rep","Scenario_control","Species_Fin_cut","Injury_type_no","Injury_type_slight","Injury_type_severe","Injury_type_dead","rpm","Pump_type_rpm"
"11",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",605,432,"Alive",0,0,0,1,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",11,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",0,1,0,0,"550","F/N - 550 rpm"
"12",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",585,310,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",12,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"13",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",690,491,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",13,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"14",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",675,552,"Alive",0,0,0,1,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",14,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",0,1,0,0,"550","F/N - 550 rpm"
"15",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",586,291,"Alive",0,0,0,1,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",15,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",0,1,0,0,"550","F/N - 550 rpm"
"16",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",620,444,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",16,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"17",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",555,308,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",17,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"18",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",585,342,"Alive",0,0,0,1,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",18,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",0,1,0,0,"550","F/N - 550 rpm"
"19",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",600,405,"Alive",0,0,0,1,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",19,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",0,1,0,0,"550","F/N - 550 rpm"
"20",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",630,431,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",20,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"21",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",636,430,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",21,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"22",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",640,451,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",22,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"23",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",732,580,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",23,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"24",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",681,478,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",24,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"25",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",612,414,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",25,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"26",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",640,421,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",26,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"27",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",616,410,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",27,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"28",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",570,279,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",28,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"29",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",661,489,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",29,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"30",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",655,445,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",30,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"31",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",621,361,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",31,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"32",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",670,500,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",32,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"33",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",595,356,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",33,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"34",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",570,330,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",34,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"35",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",640,437,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",35,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"36",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",650,534,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",36,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"37",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",575,365,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",37,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"38",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",580,398,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",38,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"39",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",640,498,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",39,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"40",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",702,600,"Alive",0,0,0,1,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",40,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",0,1,0,0,"550","F/N - 550 rpm"
"41",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",617,352,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",41,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"42",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",653,481,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",42,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"43",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",665,436,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",43,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"44",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",610,586,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",44,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"45",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",732,715,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",45,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"46",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",615,396,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",46,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"47",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",555,319,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",47,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"48",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",620,419,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",48,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"49",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",582,290,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",49,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"50",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",630,417,"Alive",0,0,0,1,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",50,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",0,1,0,0,"550","F/N - 550 rpm"
"51",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",610,381,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",51,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"52",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",650,492,"Alive",0,0,0,1,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",52,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",0,1,0,0,"550","F/N - 550 rpm"
"53",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",570,312,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",53,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"54",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",626,468,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",54,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"55",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",576,317,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",55,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"56",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",606,403,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",56,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"57",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",608,396,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",57,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"58",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",668,465,"Alive",0,0,0,1,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",58,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",0,1,0,0,"550","F/N - 550 rpm"
"59",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",580,322,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",59,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"60",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",654,445,"Alive",0,0,0,1,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",60,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",0,1,0,0,"550","F/N - 550 rpm"
"61",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",688,524,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",61,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"62",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",605,381,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",62,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"63",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",603,403,"Alive",0,0,0,1,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",63,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",0,1,0,0,"550","F/N - 550 rpm"
"64",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",631,373,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",64,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"65",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",640,406,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",65,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"66",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",608,375,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",66,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"67",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",670,472,"Alive",0,0,0,1,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",67,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",0,1,0,0,"550","F/N - 550 rpm"
"68",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",619,438,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",68,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"69",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",672,472,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",69,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"70",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",628,500,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",70,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"71",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",620,402,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",71,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"72",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",588,350,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",72,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"73",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",634,420,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",73,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
"74",2018-10-23,2018-10-23,"47","eel","geen 2018-10-23",615,343,"Alive",1,0,0,0,0,0,0,0,0,0,0,0," 100 palingen",NA,"OK","F/N",74,"47","pump",100,NA,300,1,"F/N 47","47 F/N nee","F/N 47 paling geen 2018-10-23","paling 2018-10-23","paling geen 2018-10-23",1,0,0,0,"550","F/N - 550 rpm"
